time,CMCC-CM2-SR5,ACCESS-CM2,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,MPI-ESM1-2-HR,EC-EARTH3,INM-CM4-8,INM-CM5-0,CANESM5,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3-VEG
2000.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0
2001.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0
2002.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0
2003.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0
2004.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0
2005.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0
2006.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0
2007.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0
2008.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0
2009.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0
2010.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0
2011.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0
2012.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0
2013.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0
2014.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0
2015.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0
2016.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0
2017.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0
2018.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0
2019.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0
2020.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0
2021.0,2466790100.0,2290572500.0,2354915300.0,2295849000.0,2312708400.0,2311663900.0,2287871700.0,2362619600.0,2296306400.0,2291528200.0,2354449700.0,2309589000.0,2292259600.0,2341120500.0,2373377800.0,2318828000.0,2344907800.0,2288937700.0,2395404500.0
2022.0,2375129900.0,2257647000.0,2365397200.0,2264429800.0,2352553000.0,2335936500.0,2305315300.0,2312352800.0,2304058000.0,2248981800.0,2332270300.0,2283896800.0,2289199600.0,2323594500.0,2422550500.0,2330995700.0,2299753000.0,2283553300.0,2283313700.0
2023.0,2432196900.0,2280212200.0,2303491300.0,2263509800.0,2295810800.0,2322235100.0,2254041600.0,2288479700.0,2233967900.0,2225630200.0,2322254300.0,2250815200.0,2285978600.0,2304211700.0,2356796200.0,2290082000.0,2288959000.0,2243141000.0,2267022300.0
2024.0,2320553700.0,2257301500.0,2266841000.0,2222323200.0,2285297000.0,2258171600.0,2269644300.0,2270294300.0,2183893200.0,2194509800.0,2250322000.0,2274077200.0,2259980800.0,2273269200.0,2297048600.0,2293261600.0,2259920100.0,2212318000.0,2275822800.0
2025.0,2360306400.0,2198522600.0,2275551000.0,2209879600.0,2242726000.0,2324835800.0,2198140200.0,2229394200.0,2142913200.0,2209410800.0,2219404500.0,2226591200.0,2235736300.0,2210195200.0,2268320000.0,2237313000.0,2241308000.0,2173158100.0,2229682700.0
2026.0,2308316400.0,2175080200.0,2239642400.0,2163761700.0,2219805200.0,2264061200.0,2162039800.0,2223535400.0,2077996400.0,2193841000.0,2233316600.0,2186584300.0,2174218000.0,2176710000.0,2245089300.0,2202156000.0,2189757400.0,2130452100.0,2181865000.0
2027.0,2266194700.0,2119462800.0,2198632700.0,2121093400.0,2190051800.0,2208766700.0,2143642900.0,2217856500.0,2041624600.0,2098941700.0,2153746200.0,2136453600.0,2142086500.0,2138158100.0,2223942700.0,2162091300.0,2164503000.0,2090050000.0,2146186000.0
2028.0,2240274000.0,2079317600.0,2153910000.0,2087046300.0,2141284500.0,2248178400.0,2151952600.0,2165840100.0,2007142100.0,2050077400.0,2109286000.0,2096690200.0,2118739600.0,2101853000.0,2253234400.0,2108863500.0,2112821800.0,2055711100.0,2110274800.0
2029.0,2229822500.0,2039548300.0,2164712400.0,2060869900.0,2111324700.0,2170429200.0,2066171500.0,2124769700.0,1919985500.0,2012688300.0,2071906700.0,2052792400.0,2070616000.0,2072410900.0,2179556400.0,2107964500.0,2088826200.0,2004014200.0,2069133200.0
2030.0,2221581000.0,2004879000.0,2079095700.0,2002878300.0,2121198300.0,2137951100.0,2069211400.0,2157674800.0,1849570200.0,1957577600.0,2034229000.0,2006160400.0,2046004100.0,2036756500.0,2172378000.0,2019383800.0,2040943400.0,1970529000.0,2044033300.0
2031.0,2177844700.0,2044803100.0,2031733800.0,1958986000.0,2068007400.0,2127301600.0,2001709000.0,2072894100.0,1790755300.0,1957001000.0,2020010000.0,1957714600.0,2004974000.0,1986755000.0,2163446300.0,1980820500.0,2011049900.0,1923606700.0,2031116000.0
2032.0,2150359000.0,1901096700.0,2001373400.0,1917093800.0,2018017500.0,2125877400.0,1999765200.0,2039987300.0,1740016800.0,1902275800.0,1964701400.0,1903723600.0,1968147700.0,1956178200.0,2103261700.0,1932391400.0,2017828900.0,1863997600.0,1964345600.0
2033.0,2115101700.0,1851212900.0,1966624500.0,1870412000.0,1991406500.0,2099988700.0,1949416300.0,2015686800.0,1690026900.0,1824440300.0,1905349800.0,1843989600.0,1903846300.0,1893215000.0,2120321400.0,1885238400.0,1965335400.0,1809757700.0,1926066700.0
2034.0,2074291600.0,1807176300.0,1920506000.0,1831939600.0,1942856700.0,2053845000.0,1940824400.0,1964810200.0,1618687600.0,1788130400.0,1945398700.0,1793258000.0,1893371500.0,1887231600.0,2039296400.0,1837236100.0,1890711700.0,1761156000.0,1877121700.0
2035.0,2038209200.0,1752355500.0,1865143600.0,1769038600.0,1901024600.0,2020174200.0,1884930300.0,1976850600.0,1553031700.0,1734647700.0,1936748300.0,1756739600.0,1809680300.0,1823510000.0,2054413800.0,1771699300.0,1852285600.0,1709277300.0,1835447200.0
2036.0,2000385400.0,1693950300.0,1794676700.0,1721175200.0,1851944700.0,1987584400.0,1804144600.0,1902920800.0,1482987900.0,1682621300.0,1902598300.0,1708912800.0,1762159500.0,1790006800.0,2003370400.0,1717537000.0,1799389600.0,1679454200.0,1818635300.0
2037.0,1950015100.0,1643739600.0,1725670000.0,1654604200.0,1797204500.0,1950344700.0,1758585200.0,1874736400.0,1414446200.0,1706486000.0,1780139400.0,1632322300.0,1717968300.0,1729668200.0,1982884200.0,1683416800.0,1811362400.0,1618787000.0,1726947800.0
2038.0,1915633000.0,1577224400.0,1674674000.0,1591504500.0,1773740800.0,1906783100.0,1729067600.0,1847093400.0,1340263300.0,1643037800.0,1726800500.0,1565239400.0,1648591200.0,1749757000.0,1931684200.0,1626198900.0,1737353600.0,1544934400.0,1667322900.0
2039.0,1884376700.0,1499147800.0,1612827800.0,1543806300.0,1715346000.0,1905577600.0,1681924000.0,1802586100.0,1268526100.0,1580783000.0,1666329200.0,1514659800.0,1613687300.0,1721486700.0,1925475500.0,1550490900.0,1712809700.0,1469258600.0,1617546600.0
2040.0,1834688000.0,1442757800.0,1564713600.0,1488513700.0,1661786900.0,1861313700.0,1650503200.0,1769605000.0,1191473400.0,1517580800.0,1613948000.0,1455978500.0,1594987900.0,1611174500.0,1891584400.0,1470485400.0,1641191800.0,1431099400.0,1607400200.0
2041.0,1794581500.0,1381977600.0,1507503400.0,1408630800.0,1616919800.0,1833847000.0,1613415000.0,1717832000.0,1126662900.0,1472781000.0,1567961700.0,1386420900.0,1515664300.0,1555618700.0,1839345700.0,1402099600.0,1573203200.0,1366692700.0,1509190300.0
2042.0,1753375000.0,1323866500.0,1439397200.0,1344884400.0,1555327000.0,1797728900.0,1556850300.0,1687145700.0,1059261800.0,1418864400.0,1528350300.0,1319222900.0,1477477800.0,1509573800.0,1790917600.0,1348649900.0,1515473700.0,1340125200.0,1452302600.0
2043.0,1702176000.0,1272399400.0,1373464200.0,1280239100.0,1510375400.0,1786918700.0,1501845200.0,1634536300.0,994183600.0,1357903400.0,1483636500.0,1278991900.0,1438773400.0,1468735200.0,1758023300.0,1268927000.0,1460816400.0,1265801300.0,1408921000.0
2044.0,1660668300.0,1211080400.0,1320295800.0,1238496300.0,1441135000.0,1767746000.0,1453831800.0,1611489900.0,929080450.0,1353834900.0,1458840300.0,1210233200.0,1378611600.0,1414328600.0,1820943100.0,1219710300.0,1392575200.0,1222520000.0,1332979000.0
2045.0,1613944400.0,1154229100.0,1261079700.0,1164695400.0,1376941600.0,1724544900.0,1433363800.0,1567477500.0,865182140.0,1301292200.0,1403069300.0,1150798300.0,1332211500.0,1369001500.0,1714164000.0,1147095000.0,1343527700.0,1174889500.0,1259827500.0
2046.0,1548559500.0,1153880700.0,1205792800.0,1084751700.0,1315497500.0,1695899100.0,1356379100.0,1519266200.0,805862000.0,1279427700.0,1336670800.0,1110944600.0,1295243300.0,1306196700.0,1657975400.0,1088161700.0,1281783200.0,1117398400.0,1223127800.0
2047.0,1499729400.0,1059169600.0,1146791400.0,1018038400.0,1283662500.0,1647329300.0,1303744100.0,1543734700.0,736690050.0,1204209000.0,1289990000.0,1037369150.0,1235091800.0,1257319200.0,1654638000.0,1027345300.0,1232239200.0,1063700540.0,1172968300.0
2048.0,1434506600.0,1001082240.0,1101100000.0,954145700.0,1195387400.0,1615869000.0,1252780400.0,1467962600.0,667562600.0,1175459200.0,1264285200.0,961177800.0,1189725200.0,1207056400.0,1574256900.0,964817000.0,1187700200.0,1014414700.0,1097066500.0
2049.0,1379438200.0,931312500.0,1044297300.0,888759100.0,1140869200.0,1574897000.0,1214060300.0,1412008800.0,609142850.0,1125343500.0,1209491500.0,907319700.0,1161522800.0,1195560400.0,1533560400.0,902540200.0,1108211500.0,975523400.0,1029338500.0
2050.0,1318051500.0,881219140.0,975847740.0,842709000.0,1084481000.0,1556276700.0,1164985000.0,1357220900.0,562259260.0,1069493400.0,1146759400.0,854171500.0,1137344800.0,1127364400.0,1497064000.0,849157950.0,1046210100.0,934711900.0,972717300.0
2051.0,1268212700.0,827612600.0,914318200.0,790776200.0,1028559500.0,1515851500.0,1119648100.0,1315796100.0,525625760.0,1021660200.0,1096815900.0,798571400.0,1058328300.0,1064616200.0,1466262000.0,798305100.0,984949060.0,896989760.0,929227200.0
2052.0,1221757200.0,766413600.0,852232060.0,737925800.0,979984260.0,1465869000.0,1079725800.0,1270956000.0,489152640.0,988039940.0,1057736000.0,743910800.0,1032176700.0,1009763100.0,1418378200.0,764229250.0,929325760.0,862970000.0,879295940.0
2053.0,1171228800.0,718452800.0,796776200.0,682868160.0,917240260.0,1446350700.0,1032453300.0,1219671800.0,449625950.0,973651900.0,1012961150.0,688613400.0,981966900.0,965788860.0,1384567000.0,713413600.0,891117950.0,843211800.0,832340400.0
2054.0,1108570100.0,680532800.0,755383300.0,633160770.0,858742800.0,1414737700.0,984793150.0,1175828700.0,421300220.0,924105860.0,973400640.0,644268800.0,937890560.0,923292600.0,1358790000.0,662204600.0,822537800.0,813522500.0,788277900.0
2055.0,1043061440.0,642488400.0,693465500.0,577907700.0,806206600.0,1321278300.0,938753400.0,1157592700.0,395052350.0,892135300.0,940666240.0,603078850.0,901950100.0,879808700.0,1328040600.0,628249540.0,765314050.0,823039170.0,754794750.0
2056.0,984604900.0,597936600.0,632669000.0,534836500.0,755911000.0,1342867800.0,890953900.0,1095084900.0,361164450.0,859187600.0,890141440.0,566714800.0,861962700.0,821858600.0,1281248900.0,587460160.0,705433100.0,765103040.0,693968060.0
2057.0,915119940.0,559736300.0,588707650.0,494939170.0,715614340.0,1281610500.0,864661440.0,1040282300.0,339363700.0,813134460.0,852962370.0,523579650.0,837595400.0,788735550.0,1234860500.0,555957400.0,654370560.0,721869440.0,651544960.0
2058.0,859542000.0,527436130.0,553372800.0,451831500.0,661598400.0,1221971300.0,831938240.0,998957500.0,325729200.0,790016830.0,817618700.0,485926500.0,872126400.0,737777800.0,1203818000.0,527032200.0,611896500.0,692552700.0,623556500.0
2059.0,814547650.0,491726660.0,518496160.0,412971460.0,618101200.0,1184834600.0,800661900.0,934335040.0,300635000.0,774968640.0,793006200.0,453345570.0,756090240.0,707431360.0,1170044700.0,498110370.0,561721700.0,656242050.0,584663900.0
2060.0,748053000.0,462237800.0,477332930.0,383087400.0,586661000.0,1161854200.0,749251700.0,889321660.0,270555700.0,721453300.0,754987100.0,417386620.0,725419200.0,662743550.0,1111922400.0,477390270.0,524908670.0,628511600.0,557877500.0
2061.0,700205060.0,427232450.0,447981200.0,348842240.0,551034940.0,1106143500.0,703201100.0,848475300.0,254968320.0,694389250.0,716296600.0,384948200.0,691043100.0,634504060.0,1073061000.0,440385250.0,487743100.0,601581200.0,525293630.0
2062.0,655369000.0,397086560.0,420683070.0,314373280.0,516023940.0,1071446850.0,671369100.0,823245760.0,223200260.0,661007800.0,692657000.0,362248700.0,666274240.0,601145900.0,1038925950.0,413028260.0,456119520.0,568478600.0,502296160.0
2063.0,616834050.0,365102100.0,392241180.0,285223940.0,483333340.0,1092889300.0,642835460.0,781616900.0,203789710.0,650517570.0,663001300.0,335856700.0,630112700.0,569251400.0,1004283900.0,390253340.0,417717300.0,546955260.0,465941900.0
2064.0,578773700.0,342791900.0,372418100.0,263852800.0,447174270.0,1008703700.0,611228900.0,752179460.0,190226300.0,632636200.0,636077200.0,309304450.0,605322300.0,539985100.0,964830800.0,360314530.0,386904300.0,530213200.0,444358720.0
2065.0,537872960.0,316111500.0,344040740.0,246728530.0,413305860.0,976917100.0,579187600.0,729212350.0,178733230.0,607684740.0,616980300.0,281636800.0,610074430.0,506819170.0,924685600.0,340568900.0,366604450.0,523876830.0,419250780.0
2066.0,499934270.0,290188320.0,322246600.0,225114350.0,389609180.0,939885250.0,550525800.0,670527800.0,170702820.0,577430700.0,599605760.0,254403550.0,559752600.0,481554300.0,893380100.0,336930750.0,344824640.0,492184600.0,396713730.0
2067.0,459215550.0,262771220.0,304521730.0,208321390.0,361264770.0,906656600.0,527430700.0,637981000.0,161325010.0,559463900.0,576177540.0,231395570.0,548040500.0,457877060.0,863854400.0,299247300.0,319874020.0,473051740.0,368580260.0
2068.0,425883140.0,237097800.0,289280770.0,190206850.0,337870140.0,878997000.0,506117900.0,608251100.0,150568290.0,537648640.0,552317760.0,218558420.0,511069060.0,430833150.0,831928900.0,280549660.0,295312450.0,449682980.0,335699000.0
2069.0,393207800.0,227059040.0,253235730.0,171971620.0,306634620.0,884385500.0,481786880.0,579975740.0,142676290.0,511407970.0,530252930.0,206045650.0,521128640.0,402846080.0,803291460.0,267139700.0,263887330.0,439107800.0,303393400.0
2070.0,361817150.0,206755330.0,232879260.0,158749520.0,284403400.0,824330500.0,465385760.0,557098750.0,136101810.0,521788200.0,526265660.0,192071660.0,473037200.0,371084770.0,763536500.0,251889280.0,235792210.0,409876320.0,285623500.0
2071.0,335144600.0,192920420.0,221536700.0,149167820.0,266755250.0,801573000.0,435197900.0,532264030.0,129910470.0,473165100.0,490953570.0,181171820.0,455700600.0,349556060.0,740671600.0,239139330.0,211108930.0,391954270.0,262536510.0
2072.0,307033280.0,180336200.0,205446180.0,142608510.0,246257280.0,780192830.0,410597150.0,518768000.0,124508344.0,472735970.0,473475230.0,169659180.0,443575970.0,315175680.0,715727900.0,226713090.0,193103980.0,384398100.0,241376240.0
2073.0,273591300.0,169643090.0,192205250.0,135709860.0,230721730.0,756587700.0,388272060.0,494155870.0,118338504.0,445377760.0,453615700.0,158095940.0,415502880.0,289270940.0,689812700.0,207901800.0,179606860.0,365669100.0,226589460.0
2074.0,247091630.0,161833800.0,180428260.0,130080504.0,212892980.0,761964160.0,353009570.0,469055940.0,111742104.0,423102850.0,437986430.0,149556900.0,401454400.0,267293980.0,653305540.0,195352700.0,166487250.0,352590180.0,211562660.0
2075.0,224834270.0,152327980.0,171454700.0,123815120.0,197729040.0,754531840.0,330782560.0,453704900.0,108313390.0,418561300.0,421995520.0,140166290.0,391876260.0,251870990.0,645531650.0,186096110.0,155845400.0,336874980.0,199297820.0
2076.0,202851260.0,145135940.0,160313800.0,119107416.0,181734200.0,710886660.0,313066940.0,429765800.0,106210936.0,402639550.0,399429500.0,133396930.0,366188320.0,238062160.0,604542300.0,175218260.0,146045730.0,327231420.0,190200000.0
2077.0,188800960.0,139374610.0,152190720.0,114418664.0,171336910.0,695653570.0,292641730.0,419717800.0,101592450.0,381051460.0,388426980.0,128125240.0,347941860.0,224599470.0,581702140.0,170415170.0,137508260.0,312950460.0,181353330.0
2078.0,176700780.0,131677930.0,144686780.0,109713230.0,162621460.0,668628700.0,273613060.0,382013220.0,99120140.0,362275230.0,364016320.0,121200480.0,331766560.0,212526060.0,566744960.0,161705040.0,129740720.0,300045060.0,172630240.0
2079.0,169008340.0,126620490.0,139112050.0,106449110.0,154511170.0,646732000.0,256624590.0,360149630.0,94017704.0,342178460.0,340395000.0,117512130.0,315102560.0,202298990.0,537535040.0,152626160.0,119262660.0,287528860.0,163840240.0
2080.0,158622050.0,121300680.0,133760390.0,103692450.0,146185150.0,634791230.0,240870720.0,342469340.0,91313250.0,327385380.0,325974050.0,112717010.0,298866940.0,188043540.0,517290620.0,146870380.0,114595080.0,272363870.0,154998240.0
2081.0,149542930.0,116429250.0,128310480.0,99722430.0,139848560.0,605918000.0,226747060.0,314777200.0,87185976.0,309876130.0,311538140.0,108272660.0,280197920.0,177661710.0,493557340.0,142284620.0,108764170.0,258744530.0,149013040.0
2082.0,142142510.0,113712850.0,122224344.0,97486440.0,132910760.0,596787260.0,213188000.0,300514720.0,83027200.0,300386530.0,302544260.0,104391070.0,267289040.0,164104540.0,467150700.0,134265860.0,104633160.0,245355790.0,142536220.0
2083.0,135918450.0,109822740.0,119020560.0,94981240.0,125728710.0,574179900.0,198846220.0,284014800.0,81240950.0,291461730.0,290660830.0,100439080.0,255425470.0,156576370.0,446797300.0,128085864.0,99398376.0,231657330.0,137808460.0
2084.0,128127896.0,106461150.0,113714120.0,92137640.0,121018620.0,550601200.0,186703120.0,277118370.0,77253320.0,283079170.0,281945920.0,96098240.0,243123730.0,148419710.0,420474500.0,122711176.0,95693336.0,223986050.0,132247770.0
2085.0,123074060.0,99794970.0,110867900.0,90015660.0,115671944.0,526046980.0,177799540.0,255483020.0,74234370.0,274985760.0,274866660.0,93609390.0,233477120.0,143602000.0,394227200.0,120208140.0,91252790.0,207613840.0,126216130.0
2086.0,118815820.0,97134390.0,106252560.0,87312456.0,111499816.0,508915070.0,168094670.0,242960780.0,71916990.0,274968640.0,264942420.0,89752664.0,222767920.0,136930750.0,378300060.0,114379950.0,86711576.0,200564860.0,120372780.0
2087.0,114063144.0,94069350.0,103607470.0,84868184.0,107045064.0,492360160.0,162624560.0,232049440.0,68103220.0,258912400.0,260807260.0,87299350.0,214664600.0,132689976.0,362315140.0,110664030.0,83270260.0,188453220.0,115182640.0
2088.0,109430340.0,90012700.0,99657620.0,81972184.0,103156180.0,488557440.0,153572210.0,218640720.0,65459716.0,248828340.0,242373400.0,83997160.0,205600270.0,129169990.0,345364500.0,106941810.0,78571304.0,183932770.0,107798850.0
2089.0,104390504.0,86664590.0,95823670.0,80216720.0,99526510.0,470975460.0,146480160.0,205941340.0,61256604.0,240481650.0,232691170.0,80683730.0,196356640.0,126405170.0,329530980.0,104862740.0,75601750.0,180811200.0,104555720.0
2090.0,99840410.0,83745016.0,92473010.0,77929530.0,96453250.0,455634100.0,139757700.0,195310430.0,59047336.0,258513440.0,226394270.0,78027144.0,213794180.0,122518000.0,312193150.0,102127540.0,73244960.0,174328080.0,100680136.0
2091.0,97545240.0,81427480.0,89628030.0,76125760.0,93009880.0,450895460.0,135104800.0,181212660.0,56900892.0,227131020.0,221902500.0,75092290.0,188281440.0,120597656.0,298031170.0,100777590.0,69427350.0,168873180.0,96177980.0
2092.0,94627270.0,78829380.0,86790010.0,73074584.0,90229530.0,432580060.0,130027010.0,169440900.0,54814636.0,220081150.0,220365820.0,72634110.0,175040930.0,116136560.0,275666270.0,97673880.0,66998536.0,162704510.0,93197770.0
2093.0,91494320.0,76523930.0,84923700.0,70841304.0,86501070.0,418237500.0,124169030.0,161226510.0,51615710.0,212048530.0,209038750.0,69470744.0,169539890.0,113736500.0,260610220.0,93503590.0,63606824.0,158726800.0,87681000.0
2094.0,88886120.0,74354720.0,81173350.0,68923576.0,84391840.0,404039870.0,121266070.0,152502670.0,50387156.0,203796830.0,201405940.0,66859684.0,160709060.0,107913030.0,248489820.0,90232130.0,61454090.0,153733390.0,83762720.0
2095.0,86390024.0,71467200.0,79749464.0,65964468.0,82312100.0,393127740.0,116570570.0,145163570.0,49348944.0,198731280.0,197079940.0,63368544.0,153003800.0,104297144.0,236711410.0,88515340.0,59880060.0,147910660.0,79885100.0
2096.0,82862660.0,68204800.0,77727380.0,64861800.0,79380940.0,381042460.0,112380560.0,139251680.0,48374464.0,194003920.0,191101460.0,62091812.0,159262370.0,101504904.0,230034540.0,87211250.0,57562268.0,143086340.0,76885000.0
2097.0,81149600.0,65648920.0,76106940.0,62294920.0,76271240.0,376079870.0,108151064.0,134048504.0,45987404.0,199049230.0,185010720.0,59415476.0,143922110.0,98387620.0,216214030.0,85741020.0,54813604.0,138584400.0,72239160.0
2098.0,78608840.0,63947280.0,72710910.0,58639324.0,72617144.0,359923000.0,106244856.0,129790580.0,44116916.0,180667570.0,178642160.0,57599596.0,138310130.0,96708700.0,205874780.0,82963490.0,53183250.0,133328590.0,67332590.0
2099.0,76369810.0,59837028.0,70752520.0,56433404.0,70215290.0,345372830.0,104110100.0,124500410.0,42893510.0,175456850.0,175250860.0,54752736.0,133998230.0,95186220.0,198211200.0,81661256.0,50185410.0,129715930.0,64575892.0
2100.0,74938380.0,56483868.0,67359630.0,55438772.0,67059224.0,401813800.0,99797896.0,120107140.0,40951500.0,172225520.0,170264980.0,52491904.0,130428010.0,91945010.0,187643400.0,78688520.0,49092116.0,126667650.0,61668956.0
