time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2000.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0
2001.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0
2002.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0
2003.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0
2004.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0
2005.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0
2006.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0
2007.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0
2008.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0
2009.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0
2010.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0
2011.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0
2012.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0
2013.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0
2014.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0
2015.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0
2016.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0
2017.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0
2018.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0
2019.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0
2020.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0
2021.0,701546051900.0,702846594300.0,701886635800.0,702941400600.0,701924640100.0
2022.0,701881657200.0,704060338030.0,699407229540.0,702627860100.0,700902389700.0
2023.0,700645718200.0,701044228540.0,697764571500.0,699794450000.0,699280756500.0
2024.0,700198869680.0,699248146840.0,695854675010.0,698020989200.0,697681751860.0
2025.0,697270603900.0,697961000850.0,693615030900.0,696859805850.0,697697282500.0
2026.0,695970255660.0,696742989600.0,690366056980.0,695224005660.0,694786816500.0
2027.0,693887180440.0,695606113160.0,687673120810.0,692986687830.0,691849074060.0
2028.0,692304139700.0,693057255560.0,684585007050.0,692101121260.0,690262680400.0
2029.0,690223135600.0,691668773460.0,680695157500.0,691149247870.0,686867643300.0
2030.0,688048024160.0,691205562550.0,677465737650.0,688474333040.0,685919177240.0
2031.0,685469058150.0,690314889860.0,673915920460.0,686212158800.0,682167946140.0
2032.0,687880066350.0,688780817550.0,668772717600.0,684389946060.0,680112801810.0
2033.0,681940578460.0,685727733470.0,663712572200.0,684340921300.0,678850743460.0
2034.0,678155279750.0,685061709900.0,659075012800.0,681278362190.0,675109158060.0
2035.0,676821001240.0,682980882100.0,654822041200.0,680449731800.0,672410938200.0
2036.0,672957123600.0,680936620400.0,648798182460.0,676952731900.0,669520395250.0
2037.0,669756572400.0,677698414500.0,643617688860.0,675442705100.0,666210919700.0
2038.0,667465245400.0,675884208450.0,638480040230.0,672614262670.0,664180996110.0
2039.0,663952518200.0,674541298140.0,632646222790.0,669323989550.0,661269909680.0
2040.0,660223694000.0,674270592400.0,626773108520.0,667378003900.0,658445242900.0
2041.0,655508638900.0,670535269080.0,621745730800.0,666033808070.0,656699872910.0
2042.0,652439014700.0,668058008060.0,615022386130.0,663845491460.0,655330533960.0
2043.0,650207062610.0,665105721800.0,608567693240.0,660850420730.0,648556664800.0
2044.0,645553268220.0,664850030920.0,602412595600.0,658122701240.0,646234810700.0
2045.0,641367254740.0,661576288580.0,596497739700.0,656097656990.0,642725588680.0
2046.0,637723478240.0,658823113300.0,590725059910.0,652525126950.0,639944611060.0
2047.0,632454869910.0,655900874460.0,584232709600.0,650464028440.0,636433017750.0
2048.0,628376954060.0,653877335400.0,577166632960.0,647462961940.0,631359648060.0
2049.0,624575255900.0,650294081970.0,571601908460.0,645942594940.0,628350979840.0
2050.0,619592947050.0,648200832540.0,565772718970.0,643090851770.0,627424192030.0
2051.0,614881462760.0,647143603570.0,560136028210.0,639782154500.0,621402513840.0
2052.0,612157594240.0,642865129650.0,552654889290.0,637371755540.0,617857061770.0
2053.0,607352402230.0,639499456100.0,546660470260.0,634996808910.0,613317577300.0
2054.0,602156147950.0,636666735050.0,539352505150.0,631120607500.0,609494363590.0
2055.0,597472884040.0,633181018080.0,532310403500.0,627328772550.0,605307027110.0
2056.0,592805213580.0,629949797340.0,525521880890.0,625694316440.0,601478931190.0
2057.0,588567301100.0,626344742100.0,518645648760.0,624519030560.0,597292652200.0
2058.0,583829601540.0,623154172340.0,511809569650.0,619743441380.0,594066364960.0
2059.0,579693214600.0,619588864740.0,504322223320.0,615541012160.0,589340139650.0
2060.0,574543184070.0,615111223650.0,497549484460.0,614298004800.0,586968379730.0
2061.0,569876100670.0,611796584360.0,490742821400.0,609078304660.0,581435887650.0
2062.0,565343245900.0,610611562100.0,483571312350.0,605854120240.0,578651015720.0
2063.0,560186052830.0,607904336460.0,476965290670.0,602084033870.0,573519364080.0
2064.0,554788472180.0,604442625900.0,471247932690.0,598964309280.0,573058876320.0
2065.0,549282912040.0,599711827290.0,464946934870.0,595879528160.0,566754725680.0
2066.0,544847656480.0,596086413260.0,458257489360.0,591824666500.0,562949759170.0
2067.0,540111691250.0,593628617060.0,451543671430.0,588656330610.0,558211702760.0
2068.0,535813545890.0,590609150040.0,444830276334.0,586538501830.0,553122954220.0
2069.0,530644871360.0,586567570800.0,437420988074.0,581803336970.0,550816569910.0
2070.0,526053716340.0,582638461580.0,431024077760.0,579336629510.0,545533258840.0
2071.0,521028838830.0,578578534820.0,423361476766.0,575409433620.0,539671160660.0
2072.0,516283429950.0,575416514010.0,415697870010.0,571901402540.0,535330627050.0
2073.0,512638943000.0,572291994950.0,408909583970.0,569583059270.0,530933677400.0
2074.0,506684966030.0,569334744960.0,402661666126.0,564981321370.0,526047165130.0
2075.0,501614437890.0,565767928940.0,396356915714.0,561152331670.0,522794396530.0
2076.0,496461857050.0,561965231970.0,389643160690.0,560136945810.0,517241950600.0
2077.0,490943056270.0,558856772870.0,382790335930.0,553492469090.0,512530296820.0
2078.0,485810232780.0,555413358060.0,376726646510.0,550426368380.0,508007048760.0
2079.0,481406872100.0,551275144490.0,370647424252.0,547228454510.0,503782147010.0
2080.0,475670670260.0,548036950000.0,364187572360.0,543525058720.0,499381522870.0
2081.0,470168314890.0,545705232520.0,357955956088.0,539958727980.0,495567153880.0
2082.0,464734151940.0,544031304420.0,351568109352.0,536534301610.0,490771655480.0
2083.0,459075579270.0,539902723470.0,344826695480.0,532979611740.0,486115457550.0
2084.0,453995196344.0,536932433060.0,338664925542.0,528952276380.0,482212764010.0
2085.0,448490641692.0,533686912000.0,331972286930.0,525151202280.0,477427376800.0
2086.0,443036750320.0,530504849440.0,326263412376.0,522209883530.0,472606866960.0
2087.0,437248799580.0,526253409740.0,319012741662.0,518242393690.0,467785969970.0
2088.0,431215973954.0,523883896560.0,312099152708.0,514514257700.0,463268668270.0
2089.0,424862790090.0,519247244880.0,306064274686.0,511449284710.0,459946658840.0
2090.0,419253532550.0,516697117370.0,299993222584.0,509670577070.0,455095047960.0
2091.0,413324909104.0,514525908930.0,295241630476.0,504530170640.0,451887706470.0
2092.0,408522046410.0,509744592120.0,288931542619.0,501370009080.0,447180301920.0
2093.0,401756872320.0,506019090660.0,283179788573.0,497081472700.0,441141228150.0
2094.0,395539593052.0,502755949790.0,277159824672.0,494066810630.0,436703461320.0
2095.0,389365632130.0,500464016580.0,270681896120.0,489746424050.0,432849348950.0
2096.0,382942798106.0,496481947360.0,264414852071.0,486601492420.0,428438019310.0
2097.0,377064525902.0,494391612540.0,259105451972.0,483222747506.0,424285885090.0
2098.0,370432465990.0,488725358396.0,253549161742.5,479485448466.0,419919744400.0
2099.0,364898654440.0,485339883414.0,247599610018.2,475768359014.0,417516916040.0
2100.0,359552591894.0,482325269040.0,240811364120.94,472178459330.0,415289049480.0
