time,MPI-ESM1-2-HR,MRI-ESM2-0,FGOALS-F3-L,EC-EARTH3,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,INM-CM5-0,CESM2-WACCM,CESM2,GFDL-ESM4
2000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0,3741120000000.0
2001.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0,3724872300000.0
2002.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0,3713692300000.0
2003.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0,3710738500000.0
2004.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0,3698924000000.0
2005.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0,3684733300000.0
2006.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0,3677653000000.0
2007.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0,3669930300000.0
2008.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0,3668572400000.0
2009.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0,3649146200000.0
2010.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0,3643301400000.0
2011.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0,3617710700000.0
2012.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0,3619212200000.0
2013.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0,3618784000000.0
2014.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0,3617124800000.0
2015.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0,3604779600000.0
2016.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0,3603171600000.0
2017.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0,3584816800000.0
2018.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0,3566544600000.0
2019.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0,3561793300000.0
2020.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0,3537741500000.0
2021.0,3518492000000.0,3508976500000.0,3521355000000.0,3507297000000.0,3520341000000.0,3520031400000.0,3527234600000.0,3518474200000.0,3560605200000.0,3519248300000.0,3516867300000.0,3526764800000.0,3524162500000.0,3522334300000.0
2022.0,3504929800000.0,3485626800000.0,3524039800000.0,3475999800000.0,3506108400000.0,3502422000000.0,3515289000000.0,3492007400000.0,3555182800000.0,3508637300000.0,3497666500000.0,3519250200000.0,3499638000000.0,3511490400000.0
2023.0,3484070000000.0,3467697700000.0,3501802400000.0,3450451800000.0,3483450000000.0,3486264000000.0,3511212600000.0,3479221300000.0,3549762200000.0,3499035700000.0,3480345400000.0,3507157500000.0,3494731600000.0,3499692000000.0
2024.0,3466653000000.0,3450094200000.0,3492230500000.0,3420872500000.0,3457974500000.0,3456911800000.0,3492764700000.0,3459180400000.0,3537322600000.0,3483185400000.0,3457876800000.0,3502867500000.0,3488161700000.0,3480556000000.0
2025.0,3450297400000.0,3430749300000.0,3481337600000.0,3392732000000.0,3436757400000.0,3414039000000.0,3470392300000.0,3436458300000.0,3534500400000.0,3480763500000.0,3422892300000.0,3483620600000.0,3483312000000.0,3452370700000.0
2026.0,3435352800000.0,3398814700000.0,3476870400000.0,3356126000000.0,3409273700000.0,3376555200000.0,3451081700000.0,3426134800000.0,3524967300000.0,3478740500000.0,3394519200000.0,3460255000000.0,3481256900000.0,3432373600000.0
2027.0,3420278200000.0,3364315700000.0,3468032200000.0,3314072200000.0,3390529000000.0,3344875400000.0,3434277800000.0,3410930700000.0,3508796000000.0,3470902400000.0,3375148000000.0,3449147000000.0,3486566800000.0,3417518000000.0
2028.0,3405207600000.0,3350838000000.0,3463462300000.0,3285578000000.0,3358281400000.0,3311400000000.0,3428738700000.0,3400721800000.0,3492104400000.0,3469574100000.0,3342120800000.0,3420970000000.0,3479687000000.0,3394624600000.0
2029.0,3395151700000.0,3324157000000.0,3453498700000.0,3265688500000.0,3337256700000.0,3290689000000.0,3406690300000.0,3375759400000.0,3462759400000.0,3471451000000.0,3316422000000.0,3396996400000.0,3478828000000.0,3378186300000.0
2030.0,3382375600000.0,3296422000000.0,3433458000000.0,3228378900000.0,3313998500000.0,3268486400000.0,3392879200000.0,3357838100000.0,3439076800000.0,3469595600000.0,3295939700000.0,3374579200000.0,3465312000000.0,3361229500000.0
2031.0,3363962000000.0,3274500500000.0,3426211600000.0,3198912800000.0,3277217600000.0,3239918400000.0,3379360400000.0,3336224000000.0,3419702600000.0,3460989700000.0,3269979000000.0,3370693000000.0,3455708000000.0,3333227500000.0
2032.0,3343946000000.0,3249732600000.0,3403095200000.0,3180314500000.0,3243045000000.0,3215433400000.0,3349795000000.0,3307897400000.0,3416058000000.0,3469017400000.0,3244533500000.0,3357801000000.0,3440404600000.0,3305796000000.0
2033.0,3333718300000.0,3221595600000.0,3388938600000.0,3156699300000.0,3221825500000.0,3193827800000.0,3328532800000.0,3287284000000.0,3404470700000.0,3467882300000.0,3207218600000.0,3331598000000.0,3423157400000.0,3282517600000.0
2034.0,3314583900000.0,3200403400000.0,3375107000000.0,3129579400000.0,3197968300000.0,3166675100000.0,3311989000000.0,3252003800000.0,3391850500000.0,3455190000000.0,3177608000000.0,3311917000000.0,3427591800000.0,3252644700000.0
2035.0,3298000400000.0,3177482800000.0,3353213700000.0,3097550000000.0,3183455800000.0,3143749300000.0,3287107800000.0,3242320200000.0,3373139000000.0,3446717800000.0,3141989000000.0,3304866200000.0,3414963500000.0,3245417200000.0
2036.0,3272510000000.0,3143581800000.0,3345497000000.0,3062453500000.0,3162231500000.0,3109487400000.0,3268517000000.0,3221636800000.0,3349288600000.0,3436059800000.0,3107396500000.0,3279541000000.0,3413880300000.0,3228500800000.0
2037.0,3256959600000.0,3110705600000.0,3344180200000.0,3037501600000.0,3134610200000.0,3076086600000.0,3250783300000.0,3206943000000.0,3323692800000.0,3415680200000.0,3079477000000.0,3258389600000.0,3407049000000.0,3210753300000.0
2038.0,3235717800000.0,3077012700000.0,3315365800000.0,3008639300000.0,3094626400000.0,3058099600000.0,3223681500000.0,3188286000000.0,3294344500000.0,3406598000000.0,3038051300000.0,3234156200000.0,3408772200000.0,3204041000000.0
2039.0,3223644500000.0,3043965300000.0,3309602600000.0,2980908000000.0,3060109700000.0,3048216700000.0,3199900300000.0,3180326000000.0,3272939000000.0,3395237700000.0,3022126300000.0,3213908200000.0,3402111600000.0,3183752500000.0
2040.0,3215257000000.0,3014195700000.0,3294954300000.0,2951698400000.0,3028552300000.0,3041067300000.0,3174182400000.0,3157118200000.0,3256501100000.0,3386962600000.0,2991373700000.0,3208223700000.0,3383958000000.0,3164007000000.0
2041.0,3197242700000.0,2984736000000.0,3277658000000.0,2921381500000.0,3000120400000.0,3021158000000.0,3148225200000.0,3134585300000.0,3239386500000.0,3374887200000.0,2962934000000.0,3187066300000.0,3381634500000.0,3149954300000.0
2042.0,3180173000000.0,2950402700000.0,3247541600000.0,2895673300000.0,2969099800000.0,3012328200000.0,3126992000000.0,3114327300000.0,3217437500000.0,3363017900000.0,2934134800000.0,3170798100000.0,3362031000000.0,3147215400000.0
2043.0,3173075400000.0,2910058700000.0,3231841000000.0,2859702200000.0,2943349400000.0,3005727400000.0,3110057800000.0,3092376500000.0,3186334600000.0,3339249000000.0,2920363000000.0,3164220200000.0,3366557800000.0,3135932700000.0
2044.0,3158182700000.0,2886532000000.0,3200129000000.0,2827939500000.0,2919627000000.0,2997000600000.0,3087848400000.0,3071894000000.0,3151176400000.0,3329579500000.0,2892197300000.0,3137361400000.0,3360677700000.0,3123969500000.0
2045.0,3148315400000.0,2862578700000.0,3176037400000.0,2796840300000.0,2892497000000.0,2982191000000.0,3065392100000.0,3044821000000.0,3122155000000.0,3328448700000.0,2873267300000.0,3119661000000.0,3351923000000.0,3109002100000.0
2046.0,3135598000000.0,2845575700000.0,3144382000000.0,2774755200000.0,2860832000000.0,2971634500000.0,3045892300000.0,3029987200000.0,3103282000000.0,3324276600000.0,2849005400000.0,3095459000000.0,3338646600000.0,3094168500000.0
2047.0,3118039000000.0,2824502200000.0,3124002600000.0,2741294600000.0,2830793000000.0,2954812500000.0,3022617000000.0,3005001500000.0,3079594300000.0,3300219400000.0,2834271300000.0,3073693200000.0,3341131200000.0,3072591700000.0
2048.0,3102508600000.0,2804885200000.0,3096937000000.0,2708398000000.0,2796355000000.0,2927146300000.0,3000048300000.0,2986821000000.0,3048192000000.0,3285162000000.0,2829237000000.0,3058368800000.0,3334072000000.0,3048971400000.0
2049.0,3085459800000.0,2795587000000.0,3064842000000.0,2677193000000.0,2768147800000.0,2902575000000.0,2980592700000.0,2965237400000.0,3010711300000.0,3272182300000.0,2823963800000.0,3043902400000.0,3331824500000.0,3030543500000.0
2050.0,3072502300000.0,2774013600000.0,3040454600000.0,2644961000000.0,2723910800000.0,2884412000000.0,2951692400000.0,2940594300000.0,2976209200000.0,3254923600000.0,2816277200000.0,3025626700000.0,3336889000000.0,3023276000000.0
2051.0,3060774000000.0,2758696800000.0,3016970200000.0,2612955200000.0,2701668400000.0,2877685500000.0,2932853700000.0,2916202000000.0,2939824600000.0,3238934600000.0,2806777600000.0,3014433400000.0,3332094300000.0,2993699400000.0
2052.0,3046279200000.0,2744293300000.0,2990963200000.0,2581017000000.0,2667774700000.0,2867233800000.0,2901447300000.0,2891760500000.0,2906836700000.0,3227563900000.0,2794305400000.0,2986985700000.0,3331325700000.0,2985653700000.0
2053.0,3032486200000.0,2723175200000.0,2970565500000.0,2554230000000.0,2644133800000.0,2850490200000.0,2866351000000.0,2860715600000.0,2871701000000.0,3202126400000.0,2780746000000.0,2954048600000.0,3330014400000.0,2971004300000.0
2054.0,3023677400000.0,2707598300000.0,2946424000000.0,2526362000000.0,2618791600000.0,2827427800000.0,2846214300000.0,2830389000000.0,2836702200000.0,3188403500000.0,2758060300000.0,2925119100000.0,3332972000000.0,2958228000000.0
2055.0,3010369200000.0,2688672000000.0,2923582500000.0,2491887400000.0,2586421800000.0,2801452000000.0,2822489500000.0,2806747200000.0,2798221800000.0,3171630700000.0,2743589400000.0,2903626000000.0,3324583000000.0,2940489400000.0
2056.0,2988529000000.0,2674692200000.0,2909095600000.0,2454108800000.0,2565035800000.0,2774083600000.0,2801453200000.0,2790965600000.0,2748565700000.0,3143962500000.0,2718704300000.0,2882976400000.0,3324055400000.0,2934117200000.0
2057.0,2971583600000.0,2659848800000.0,2889140700000.0,2411851400000.0,2550475300000.0,2763411000000.0,2777896500000.0,2759571800000.0,2716046200000.0,3115653000000.0,2701170300000.0,2866447400000.0,3313631200000.0,2921333300000.0
2058.0,2959344000000.0,2647049600000.0,2863778200000.0,2382315000000.0,2519461500000.0,2748286500000.0,2756318600000.0,2734932600000.0,2674520800000.0,3092136000000.0,2688639000000.0,2845208700000.0,3315745000000.0,2911489500000.0
2059.0,2948693200000.0,2623965500000.0,2857474700000.0,2341291700000.0,2493671300000.0,2733684300000.0,2727752200000.0,2701578200000.0,2621497000000.0,3075485500000.0,2675211000000.0,2822729000000.0,3303103000000.0,2895055200000.0
2060.0,2938623200000.0,2600210000000.0,2834033000000.0,2311929000000.0,2467540500000.0,2719624000000.0,2705271600000.0,2673825300000.0,2588037000000.0,3054529000000.0,2662631000000.0,2797164600000.0,3294764000000.0,2874831800000.0
2061.0,2924991200000.0,2581034400000.0,2810423000000.0,2282215200000.0,2447334200000.0,2701376000000.0,2687711000000.0,2647100500000.0,2560579900000.0,3029334800000.0,2651486400000.0,2771144400000.0,3292186800000.0,2856220600000.0
2062.0,2913339700000.0,2563223800000.0,2786006000000.0,2248421400000.0,2424259700000.0,2681912700000.0,2669206000000.0,2628217000000.0,2522461000000.0,3008148300000.0,2641219600000.0,2737389400000.0,3288592800000.0,2841978000000.0
2063.0,2892227000000.0,2544819200000.0,2767185800000.0,2210792000000.0,2399191400000.0,2667307600000.0,2647837400000.0,2609853800000.0,2482367000000.0,2982789800000.0,2622938400000.0,2714198000000.0,3271882200000.0,2831491800000.0
2064.0,2879504300000.0,2522415600000.0,2755499000000.0,2177877800000.0,2369306000000.0,2652123200000.0,2627036500000.0,2591971300000.0,2449288200000.0,2957836000000.0,2602404400000.0,2692380000000.0,3266417000000.0,2806750000000.0
2065.0,2868239400000.0,2502727800000.0,2738689000000.0,2139139700000.0,2355781400000.0,2639085700000.0,2604166000000.0,2575635300000.0,2405174600000.0,2936215000000.0,2583326600000.0,2675814400000.0,3250706000000.0,2771926000000.0
2066.0,2854659300000.0,2484894000000.0,2725713300000.0,2109418500000.0,2344266000000.0,2623525000000.0,2585952000000.0,2552706600000.0,2362919400000.0,2910473200000.0,2558661000000.0,2652875800000.0,3248948500000.0,2764643200000.0
2067.0,2844115300000.0,2468608700000.0,2704454000000.0,2066180200000.0,2321304000000.0,2600218000000.0,2573230000000.0,2520170000000.0,2328441400000.0,2892167400000.0,2546883000000.0,2630370700000.0,3242854200000.0,2746761300000.0
2068.0,2827325000000.0,2446327800000.0,2667843200000.0,2034047900000.0,2294729700000.0,2566096200000.0,2556981000000.0,2495269600000.0,2293515200000.0,2874658000000.0,2536030900000.0,2612771400000.0,3224378300000.0,2732691800000.0
2069.0,2809831400000.0,2436287400000.0,2638866800000.0,2006147300000.0,2276893000000.0,2543199700000.0,2537134500000.0,2470024800000.0,2255437700000.0,2857637800000.0,2515002200000.0,2593502500000.0,3197407600000.0,2727699000000.0
2070.0,2799269600000.0,2418588300000.0,2615698000000.0,1979944100000.0,2257273000000.0,2509224500000.0,2514435400000.0,2436045000000.0,2208552500000.0,2831579300000.0,2493378500000.0,2590122000000.0,3196821200000.0,2717278300000.0
2071.0,2783467800000.0,2404917000000.0,2595149300000.0,1961744700000.0,2234982900000.0,2474284200000.0,2499409300000.0,2407590800000.0,2164055100000.0,2814761200000.0,2485490000000.0,2575887800000.0,3186776000000.0,2706817200000.0
2072.0,2768780100000.0,2384880700000.0,2573535500000.0,1933803300000.0,2213312000000.0,2441929800000.0,2487239300000.0,2373106000000.0,2122626900000.0,2807578200000.0,2467771200000.0,2552518000000.0,3177174500000.0,2689641000000.0
2073.0,2761427500000.0,2373741700000.0,2551905500000.0,1904283000000.0,2189056700000.0,2410257600000.0,2468476000000.0,2355958400000.0,2086672700000.0,2792616600000.0,2452527000000.0,2534544000000.0,3162280600000.0,2682902800000.0
2074.0,2745616600000.0,2359635500000.0,2530791700000.0,1873629500000.0,2163360300000.0,2380487000000.0,2457916000000.0,2331353300000.0,2047727000000.0,2772928300000.0,2434529800000.0,2520173800000.0,3163566000000.0,2671345000000.0
2075.0,2731117600000.0,2348909300000.0,2493470500000.0,1848144700000.0,2142964400000.0,2354522400000.0,2445654600000.0,2297873800000.0,2009974700000.0,2762741400000.0,2416055700000.0,2503198600000.0,3156678500000.0,2658683600000.0
2076.0,2708493800000.0,2336436300000.0,2474678200000.0,1824815600000.0,2114785600000.0,2326895300000.0,2428516000000.0,2262431700000.0,1975164000000.0,2750918700000.0,2391383700000.0,2488428000000.0,3159433200000.0,2644212000000.0
2077.0,2691505300000.0,2319283700000.0,2449289500000.0,1805964700000.0,2099367600000.0,2297331200000.0,2408615000000.0,2225564500000.0,1945307600000.0,2731635600000.0,2376550800000.0,2485355300000.0,3154540200000.0,2636034900000.0
2078.0,2669747600000.0,2297425800000.0,2422441200000.0,1781184900000.0,2082433400000.0,2274063800000.0,2388915000000.0,2195620800000.0,1909448200000.0,2730899300000.0,2366565500000.0,2474575400000.0,3153250700000.0,2625976100000.0
2079.0,2650178300000.0,2283293400000.0,2406184000000.0,1757930800000.0,2057759500000.0,2238313000000.0,2365404000000.0,2168327800000.0,1873893400000.0,2708131000000.0,2340667000000.0,2470511600000.0,3138481000000.0,2617313000000.0
2080.0,2639572500000.0,2277142700000.0,2399401400000.0,1728111600000.0,2039491600000.0,2201886000000.0,2350303400000.0,2135797300000.0,1835774500000.0,2699885800000.0,2320454400000.0,2459990500000.0,3137087700000.0,2603147600000.0
2081.0,2628071700000.0,2261751200000.0,2382038300000.0,1704705500000.0,2021563700000.0,2160695600000.0,2334025600000.0,2100519900000.0,1802275300000.0,2681544000000.0,2308034000000.0,2452960300000.0,3121341800000.0,2591703400000.0
2082.0,2612788000000.0,2240513300000.0,2357148300000.0,1679634900000.0,2007084200000.0,2139918800000.0,2319481600000.0,2071236700000.0,1762804200000.0,2671427500000.0,2290536700000.0,2446946700000.0,3118633300000.0,2575972200000.0
2083.0,2599051300000.0,2233198400000.0,2332365400000.0,1653166300000.0,1984921700000.0,2115496000000.0,2304058000000.0,2043805200000.0,1727184800000.0,2666794000000.0,2268457900000.0,2435566500000.0,3109548500000.0,2563174800000.0
2084.0,2584117800000.0,2223984600000.0,2311693300000.0,1630307600000.0,1966095900000.0,2104161900000.0,2288265200000.0,2015456700000.0,1694805100000.0,2649838000000.0,2253461700000.0,2417746500000.0,3103491600000.0,2544541400000.0
2085.0,2573045900000.0,2212821200000.0,2293409500000.0,1603906800000.0,1941503900000.0,2089600200000.0,2267274000000.0,1978135000000.0,1658168500000.0,2634747700000.0,2239458400000.0,2415661400000.0,3099292600000.0,2537663800000.0
2086.0,2557981500000.0,2209201500000.0,2280092600000.0,1575431700000.0,1911005900000.0,2071406200000.0,2249490400000.0,1949195600000.0,1627863500000.0,2626782000000.0,2225876000000.0,2411387000000.0,3099246500000.0,2524452700000.0
2087.0,2543743100000.0,2202996600000.0,2264545000000.0,1548170800000.0,1884021600000.0,2054844000000.0,2235461500000.0,1920940900000.0,1587484800000.0,2609785900000.0,2213889000000.0,2392077600000.0,3094100800000.0,2513569800000.0
2088.0,2528984700000.0,2202259400000.0,2248902400000.0,1524635700000.0,1860557300000.0,2037678700000.0,2217492300000.0,1886024500000.0,1553123600000.0,2603564700000.0,2199351700000.0,2381864200000.0,3089691300000.0,2500274400000.0
2089.0,2512506600000.0,2190581700000.0,2228394700000.0,1494315300000.0,1835341700000.0,2021571700000.0,2200845400000.0,1853939300000.0,1524752000000.0,2592427700000.0,2186193500000.0,2376274300000.0,3081043000000.0,2484448500000.0
2090.0,2497696200000.0,2183879900000.0,2212207500000.0,1467119700000.0,1813978500000.0,2012568600000.0,2189355900000.0,1819361300000.0,1485916600000.0,2574502600000.0,2160601100000.0,2369998300000.0,3076857300000.0,2464799300000.0
2091.0,2475930700000.0,2170418400000.0,2195212700000.0,1443486200000.0,1786119000000.0,1999516000000.0,2170242000000.0,1790854800000.0,1440383000000.0,2567958400000.0,2141759600000.0,2350735400000.0,3066961600000.0,2446391500000.0
2092.0,2460981400000.0,2160087400000.0,2177619600000.0,1422051800000.0,1761297000000.0,1987062100000.0,2152755200000.0,1761281400000.0,1395305500000.0,2562614600000.0,2123630200000.0,2340881400000.0,3062902300000.0,2440145400000.0
2093.0,2444085000000.0,2153706700000.0,2155382700000.0,1397003300000.0,1743184900000.0,1978268400000.0,2127230400000.0,1737205400000.0,1359594500000.0,2551903000000.0,2100403400000.0,2330710500000.0,3056857300000.0,2424365600000.0
2094.0,2425582300000.0,2142971800000.0,2125985000000.0,1368940000000.0,1715446100000.0,1964348700000.0,2104815600000.0,1712378300000.0,1315151300000.0,2540403700000.0,2081269000000.0,2314030800000.0,3049737000000.0,2406396200000.0
2095.0,2411581700000.0,2121878000000.0,2095385000000.0,1343633500000.0,1691301400000.0,1952559100000.0,2083787200000.0,1670871900000.0,1267809900000.0,2528789000000.0,2063264800000.0,2302778300000.0,3047332500000.0,2396033000000.0
2096.0,2398037200000.0,2118760900000.0,2062322200000.0,1312670000000.0,1676208100000.0,1937956500000.0,2065054700000.0,1640928100000.0,1226850300000.0,2523695400000.0,2055301900000.0,2288593400000.0,3042726600000.0,2382588000000.0
2097.0,2388044500000.0,2105320100000.0,2042929500000.0,1280516600000.0,1657064000000.0,1918940300000.0,2043258000000.0,1613582400000.0,1188801200000.0,2514873500000.0,2036396000000.0,2275280400000.0,3031066000000.0,2368627300000.0
2098.0,2376553200000.0,2096347700000.0,2022110500000.0,1251189500000.0,1637264900000.0,1906050300000.0,2026704300000.0,1574112700000.0,1153297000000.0,2509105300000.0,2024139900000.0,2266616600000.0,3029649000000.0,2366268000000.0
2099.0,2363800400000.0,2088760900000.0,2006983000000.0,1224526000000.0,1615976600000.0,1882807100000.0,2005196600000.0,1546980300000.0,1111830000000.0,2508024200000.0,2010848300000.0,2258121300000.0,3026449300000.0,2354002300000.0
2100.0,2348686500000.0,2081460000000.0,1985282600000.0,1203024300000.0,1591751700000.0,1867653600000.0,1986713200000.0,1521225700000.0,1073681660000.0,2492306300000.0,1991432700000.0,2244427600000.0,3019033300000.0,2348613400000.0
